 State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
 Private, 11th, Never-married, Sales, Own-child, White, Female,16, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,35, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,60, United-States, <=50K
 Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,40, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,20, United-States, >50K
 State-gov, HS-grad, Divorced, Other-service, Own-child, Black, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
 Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,38, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,30, United-States, >50K
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,50, United-States, >50K
 Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,38, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
 Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Black, Male,45, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, >50K
 Private, Some-college, Separated, Sales, Unmarried, White, Female,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,70, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,40, United-States, <=50K
 Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Female,37, United-States, <=50K
 State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,48, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,16, United-States, <=50K
 Private, 12th, Never-married, Sales, Other-relative, White, Male,40, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Black, Male,45, United-States, >50K
 Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,48, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Italy, <=50K
 Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,50, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
 Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States, >50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, ?, <=50K
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
 State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,10, United-States, <=50K
 Private, 5th-6th, Never-married, Handlers-cleaners, Other-relative, White, Male,40, Guatemala, <=50K
 Private, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,40, Philippines, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, Canada, >50K
 Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,30, United-States, <=50K
 Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,35, United-States, <=50K
 Private, HS-grad, Divorced, Sales, Own-child, White, Male,40, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,38, United-States, <=50K
 Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
 Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Female,35, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
 Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,36, United-States, <=50K
 Self-emp-not-inc, Prof-school, Divorced, Sales, Not-in-family, White, Male,50, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 ?, 11th, Never-married, ?, Unmarried, White, Female,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,44, United-States, >50K
 Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States, >50K
 Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, ?, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
 Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
 ?, Assoc-voc, Married-civ-spouse, ?, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Self-emp-inc, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, <=50K
 Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,60, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,43, United-States, <=50K
 Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,16, United-States, <=50K
 Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Female,40, Greece, <=50K
 Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
 State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,38, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,20, Hungary, <=50K
 Private, Some-college, Never-married, Sales, Not-in-family, White, Female,30, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,40, United-States, <=50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,45, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K
 Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,32, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,10, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, Italy, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, Cambodia, <=50K
 Private, 9th, Never-married, Sales, Own-child, White, Female,42, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,55, Mexico, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
 Private, 11th, Never-married, Sales, Own-child, White, Male,15, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,43, United-States, <=50K
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, >50K
 Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,32, United-States, <=50K
 Private, Bachelors, Married-spouse-absent, Transport-moving, Own-child, Other, Male,45, ?, <=50K
 Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,35, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
 Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
 Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,20, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,21, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Local-gov, 9th, Married-civ-spouse, Other-service, Husband, White, Male,30, United-States, <=50K
 Private, 7th-8th, Never-married, Sales, Not-in-family, White, Male,43, Mexico, <=50K
 Private, 12th, Never-married, Transport-moving, Own-child, White, Male,15, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,15, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male,65, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
 State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, <=50K
 Private, 12th, Separated, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,48, Philippines, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,44, United-States, >50K
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,10, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, Italy, <=50K
 State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, Germany, >50K
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,40, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
 Local-gov, 10th, Never-married, Protective-serv, Own-child, White, Female,40, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, >50K
 Private, Some-college, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,64, Philippines, >50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,60, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, >50K
 Local-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,10, Jamaica, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,50, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99, United-States, >50K
 Local-gov, 11th, Never-married, Prof-specialty, Own-child, Black, Male,15, United-States, <=50K
 Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,45, France, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,16, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,4, United-States, <=50K
 Self-emp-inc, 11th, Never-married, Sales, Own-child, White, Male,15, United-States, <=50K
